operationID,vehicleID,StationIDs,routeIDs,startTime,endTime,VehicleType,operationServiceType
202506040002,TW_000000008,"[""S186000320"", ""S186001010"", ""S186000730"", ""S186001090""]","[2025060400013, 2025060400014, 2025060400015]",202506041556,202506041616,IONIQ5,POOL
202506040003,TW_000000003,"[""S413000840"", ""S413000870"", ""S413000240"", ""S413000830""]","[2025060400025, 2025060400026, 2025060400027]",202506041559,202506041610,carnivalReg,POOL
202506040003,TW_000000008,"[""S186000320"", ""S186000690"", ""S186001250"", ""S186001090""]","[2025060400022, 2025060400023, 2025060400024]",202506042127,202506042141,IONIQ5,POOL
202506040004,TW_000000003,"[""S413000840"", ""S413000920"", ""S413000410"", ""S413000830""]","[2025060400028, 2025060400029, 2025060400030]",202506041957,202506042010,carnivalReg,POOL
202506040004,TW_000000008,"[""S186000320"", ""S186000100"", ""S186001030"", ""S186001090""]","[2025060400031, 2025060400032, 2025060400033]",202506041953,202506042007,IONIQ5,POOL
202506040005,TW_000000003,"[""S413000840"", ""S413000990"", ""S413000600"", ""S413000830""]","[2025060400037, 2025060400038, 2025060400039]",202506040919,202506040932,carnivalReg,POOL
202506040005,TW_000000008,"[""S186000320"", ""S186000150"", ""S186001250"", ""S186001090""]","[2025060400034, 2025060400035, 2025060400036]",202506040818,202506040835,IONIQ5,POOL
202506040006,TW_000000003,"[""S413000840"", ""S413000320"", ""S413000470"", ""S413000830""]","[2025060400043, 2025060400044, 2025060400045]",202506041249,202506041305,carnivalReg,POOL
202506040006,TW_000000008,"[""S186000320"", ""S186000680"", ""S186000170"", ""S186001090""]","[2025060400040, 2025060400041, 2025060400042]",202506041111,202506041127,IONIQ5,POOL
202506040007,TW_000000003,"[""S413000840"", ""S413000730"", ""S413000040"", ""S413000830""]","[2025060400049, 2025060400050, 2025060400051]",202506041439,202506041452,carnivalReg,POOL
202506040007,TW_000000008,"[""S186000320"", ""S186000400"", ""S186001190"", ""S186001090""]","[2025060400046, 2025060400047, 2025060400048]",202506041326,202506041347,IONIQ5,POOL
202506040008,TW_000000008,"[""S186000320"", ""S186001120"", ""S186000630"", ""S186001090""]","[2025060400052, 2025060400053, 2025060400054]",202506041722,202506041754,IONIQ5,POOL
202506050001,TW_000000001,"[""S413000840"", ""S413000430"", ""S413000950"", ""S413000830""]","[2025060500013, 2025060500014, 2025060500015]",202506051956,202506052011,carnivalReg,POOL
202506050001,TW_000000003,"[""S413000840"", ""S413000600"", ""S413000650"", ""S413000830""]","[2025060500016, 2025060500017, 2025060500018]",202506051026,202506051037,carnivalReg,POOL
202506050001,TW_000000005,"[""S413000840"", ""S413000660"", ""S413000890"", ""S413000830""]","[2025060500004, 2025060500005, 2025060500006]",202506051056,202506051114,carnivalWheel,P2P
202506050001,TW_000000007,"[""S186000320"", ""S186001400"", ""S186000060"", ""S186001090""]","[2025060500001, 2025060500002, 2025060500003]",202506051321,202506051347,IONIQ5,POOL
202506050001,TW_000000008,"[""S186000320"", ""S186001470"", ""S186000060"", ""S186001090""]","[2025060500007, 2025060500008, 2025060500009]",202506051521,202506051546,IONIQ5,POOL
202506050002,TW_000000003,"[""S413000840"", ""S413000100"", ""S413001210"", ""S413000830""]","[2025060500019, 2025060500020, 2025060500021]",202506052124,202506052147,carnivalReg,POOL
202506050002,TW_000000008,"[""S186000320"", ""S186000820"", ""S186000950"", ""S186001090""]","[2025060500010, 2025060500011, 2025060500012]",202506051020,202506051049,IONIQ5,POOL
202506050003,TW_000000003,"[""S413000840"", ""S413001010"", ""S413001090"", ""S413000830""]","[2025060500025, 2025060500026, 2025060500027]",202506051625,202506051638,carnivalReg,POOL
202506050003,TW_000000008,"[""S186000320"", ""S186001100"", ""S186001290"", ""S186001090""]","[2025060500022, 2025060500023, 2025060500024]",202506052053,202506052109,IONIQ5,POOL
202506050004,TW_000000003,"[""S413000840"", ""S413000950"", ""S413000150"", ""S413000830""]","[2025060500028, 2025060500029, 2025060500030]",202506051427,202506051442,carnivalReg,POOL
202506050004,TW_000000008,"[""S186000320"", ""S186001370"", ""S186000820"", ""S186001090""]","[2025060500037, 2025060500038, 2025060500039]",202506051724,202506051750,IONIQ5,POOL
202506050005,TW_000000003,"[""S413000840"", ""S413001220"", ""S413001060"", ""S413000830""]","[2025060500031, 2025060500032, 2025060500033]",202506051756,202506051811,carnivalReg,POOL
202506050005,TW_000000008,"[""S186000320"", ""S186001460"", ""S186001370"", ""S186001090""]","[2025060500040, 2025060500041, 2025060500042]",202506051848,202506051923,IONIQ5,POOL
202506050006,TW_000000003,"[""S413000840"", ""S413000060"", ""S413001630"", ""S413000830""]","[2025060500034, 2025060500035, 2025060500036]",202506051311,202506051327,carnivalReg,POOL
202506050006,TW_000000008,"[""S186000320"", ""S186000180"", ""S186000320"", ""S186001090""]","[2025060500043, 2025060500045, 2025060500044]",202506051955,202506052022,IONIQ5,POOL
202506060001,TW_000000001,"[""S413000840"", ""S413000170"", ""S413000470"", ""S413000830""]","[2025060600001, 2025060600002, 2025060600003]",202506062054,202506062112,carnivalReg,POOL
202506060001,TW_000000003,"[""S413000840"", ""S413000180"", ""S413001080"", ""S413000830""]","[2025060600007, 2025060600008, 2025060600009]",202506061424,202506061440,carnivalReg,POOL
202506060001,TW_000000005,"[""S413000840"", ""S413000390"", ""S413001150"", ""S413000830""]","[2025060600010, 2025060600011, 2025060600012]",202506061955,202506062018,carnivalWheel,P2P
202506060001,TW_000000007,"[""S186000320"", ""S186000370"", ""S186000490"", ""S186001090""]","[2025060600004, 2025060600005, 2025060600006]",202506060956,202506061022,IONIQ5,POOL
202506060001,TW_000000008,"[""S186000320"", ""S186001050"", ""S186000460"", ""S186001090""]","[2025060600013, 2025060600014, 2025060600015]",202506061126,202506061142,IONIQ5,POOL
202506060002,TW_000000003,"[""S413000840"", ""S413001670"", ""S413001140"", ""S413000830""]","[2025060600016, 2025060600017, 2025060600018]",202506061627,202506061643,carnivalReg,POOL
202506060002,TW_000000008,"[""S186000320"", ""S186001460"", ""S186000100"", ""S186001090""]","[2025060600019, 2025060600020, 2025060600021]",202506061621,202506061645,IONIQ5,POOL
202506060003,TW_000000003,"[""S413000840"", ""S413001050"", ""S413000430"", ""S413000830""]","[2025060600022, 2025060600023, 2025060600024]",202506061926,202506061939,carnivalReg,POOL
202506060003,TW_000000008,"[""S186000320"", ""S186001090"", ""S186000970"", ""S186001090""]","[2025060600025, 2025060600026, 2025060600027]",202506061923,202506061943,IONIQ5,POOL
202506060004,TW_000000003,"[""S413000840"", ""S413000770"", ""S413000530"", ""S413000830""]","[2025060600034, 2025060600035, 2025060600036]",202506060845,202506060900,carnivalReg,POOL
202506060004,TW_000000008,"[""S186000320"", ""S186000060"", ""S186000740"", ""S186001090""]","[2025060600028, 2025060600029, 2025060600030]",202506062050,202506062115,IONIQ5,POOL
202506060005,TW_000000003,"[""S413000840"", ""S413000380"", ""S413000960"", ""S413000830""]","[2025060600037, 2025060600038, 2025060600039]",202506061011,202506061024,carnivalReg,POOL
202506060005,TW_000000008,"[""S186000320"", ""S186000770"", ""S186001080"", ""S186001090""]","[2025060600031, 2025060600032, 2025060600033]",202506061726,202506061755,IONIQ5,POOL
202506060006,TW_000000003,"[""S413000840"", ""S413001000"", ""S413000080"", ""S413000830""]","[2025060600046, 2025060600047, 2025060600048]",202506061752,202506061806,carnivalReg,POOL
202506060006,TW_000000008,"[""S186000320"", ""S186000550"", ""S186001010"", ""S186001090""]","[2025060600040, 2025060600041, 2025060600042]",202506061244,202506061301,IONIQ5,POOL
202506060007,TW_000000008,"[""S186000320"", ""S186000820"", ""S186001360"", ""S186001090""]","[2025060600043, 2025060600044, 2025060600045]",202506061521,202506061552,IONIQ5,POOL
202506070001,TW_000000001,"[""S413000840"", ""S413000650"", ""S413000060"", ""S413000830""]","[2025060700007, 2025060700008, 2025060700009]",202506071457,202506071511,carnivalReg,POOL
202506070001,TW_000000003,"[""S413000840"", ""S413001040"", ""S413000460"", ""S413000830""]","[2025060700016, 2025060700017, 2025060700018]",202506071955,202506072010,carnivalReg,POOL
202506070001,TW_000000005,"[""S413000840"", ""S413000680"", ""S413000530"", ""S413000830""]","[2025060700004, 2025060700005, 2025060700006]",202506071126,202506071148,carnivalWheel,P2P
202506070001,TW_000000007,"[""S186000320"", ""S186000840"", ""S186000270"", ""S186001090""]","[2025060700001, 2025060700002, 2025060700003]",202506071528,202506071545,IONIQ5,POOL
202506070001,TW_000000008,"[""S186000320"", ""S186000580"", ""S186000500"", ""S186001090""]","[2025060700010, 2025060700011, 2025060700012]",202506071056,202506071116,IONIQ5,POOL
202506070002,TW_000000003,"[""S413000840"", ""S413000170"", ""S413001080"", ""S413000830""]","[2025060700028, 2025060700029, 2025060700030]",202506071724,202506071740,carnivalReg,POOL
202506070002,TW_000000008,"[""S186000320"", ""S186000380"", ""S186000970"", ""S186001090""]","[2025060700013, 2025060700014, 2025060700015]",202506072027,202506072049,IONIQ5,POOL
202506070003,TW_000000003,"[""S413000840"", ""S413000390"", ""S413000050"", ""S413000830""]","[2025060700031, 2025060700032, 2025060700033]",202506072125,202506072142,carnivalReg,POOL
202506070003,TW_000000008,"[""S186000320"", ""S186000080"", ""S186000940"", ""S186001090""]","[2025060700019, 2025060700020, 2025060700021]",202506071324,202506071348,IONIQ5,POOL
202506070004,TW_000000003,"[""S413000840"", ""S413001050"", ""S413000180"", ""S413000830""]","[2025060700040, 2025060700041, 2025060700042]",202506070844,202506070900,carnivalReg,POOL
202506070004,TW_000000008,"[""S186000320"", ""S186000770"", ""S186000830"", ""S186001090""]","[2025060700022, 2025060700023, 2025060700024]",202506071826,202506071853,IONIQ5,POOL
202506070005,TW_000000003,"[""S413000840"", ""S413000710"", ""S413001050"", ""S413000830""]","[2025060700046, 2025060700047, 2025060700048]",202506071001,202506071014,carnivalReg,POOL
202506070005,TW_000000008,"[""S186000320"", ""S186001390"", ""S186000360"", ""S186001090""]","[2025060700025, 2025060700026, 2025060700027]",202506071650,202506071715,IONIQ5,POOL
202506070006,TW_000000003,"[""S413000840"", ""S413000690"", ""S413000410"", ""S413000830""]","[2025060700052, 2025060700053, 2025060700054]",202506071251,202506071302,carnivalReg,POOL
202506070006,TW_000000008,"[""S186000320"", ""S186000950"", ""S186000320"", ""S186001090""]","[2025060700034, 2025060700036, 2025060700035]",202506070815,202506070846,IONIQ5,POOL
202506070007,TW_000000003,"[""S413000840"", ""S413000790"", ""S413001650"", ""S413000830""]","[2025060700055, 2025060700056, 2025060700057]",202506071857,202506071911,carnivalReg,POOL
202506070007,TW_000000008,"[""S186000320"", ""S186000950"", ""S186000320"", ""S186001090""]","[2025060700037, 2025060700039, 2025060700038]",202506070820,202506070851,IONIQ5,POOL
202506070008,TW_000000008,"[""S186000320"", ""S186001370"", ""S186001220"", ""S186001090""]","[2025060700043, 2025060700044, 2025060700045]",202506070944,202506071005,IONIQ5,POOL
202506070009,TW_000000008,"[""S186000320"", ""S186000720"", ""S186000860"", ""S186001090""]","[2025060700049, 2025060700050, 2025060700051]",202506071202,202506071234,IONIQ5,POOL
202506080001,TW_000000001,"[""S413000840"", ""S413000830"", ""S413000250"", ""S413000830""]","[2025060800007, 2025060800008, 2025060800009]",202506081159,202506081211,carnivalReg,POOL
202506080001,TW_000000003,"[""S413000840"", ""S413000090"", ""S413000900"", ""S413000830""]","[2025060800010, 2025060800011, 2025060800012]",202506081655,202506081710,carnivalReg,POOL
202506080001,TW_000000005,"[""S413000840"", ""S413001250"", ""S413000940"", ""S413000830""]","[2025060800004, 2025060800005, 2025060800006]",202506081657,202506081718,carnivalWheel,P2P
202506080001,TW_000000007,"[""S186000320"", ""S186000100"", ""S186000820"", ""S186001090""]","[2025060800001, 2025060800002, 2025060800003]",202506081453,202506081517,IONIQ5,POOL
202506080001,TW_000000008,"[""S186000320"", ""S186000100"", ""S186000330"", ""S186001090""]","[2025060800013, 2025060800014, 2025060800015]",202506081023,202506081049,IONIQ5,POOL
202506080002,TW_000000003,"[""S413000840"", ""S413001170"", ""S413000720"", ""S413000830""]","[2025060800019, 2025060800020, 2025060800021]",202506081325,202506081337,carnivalReg,POOL
202506080002,TW_000000008,"[""S186000320"", ""S186000800"", ""S186000370"", ""S186001090""]","[2025060800016, 2025060800017, 2025060800018]",202506081126,202506081145,IONIQ5,POOL
202506080003,TW_000000003,"[""S413000840"", ""S413001240"", ""S413000860"", ""S413000830""]","[2025060800031, 2025060800032, 2025060800033]",202506081857,202506081909,carnivalReg,POOL
202506080003,TW_000000008,"[""S186000320"", ""S186001160"", ""S186000190"", ""S186001090""]","[2025060800022, 2025060800023, 2025060800024]",202506081919,202506081941,IONIQ5,POOL
202506080004,TW_000000003,"[""S413000840"", ""S413000430"", ""S413000100"", ""S413000830""]","[2025060800034, 2025060800035, 2025060800036]",202506081526,202506081542,carnivalReg,POOL
202506080004,TW_000000008,"[""S186000320"", ""S186000060"", ""S186001190"", ""S186001090""]","[2025060800025, 2025060800026, 2025060800027]",202506082020,202506082043,IONIQ5,POOL
202506080005,TW_000000003,"[""S413000840"", ""S413000910"", ""S413000270"", ""S413000830""]","[2025060800037, 2025060800038, 2025060800039]",202506082058,202506082110,carnivalReg,POOL
202506080005,TW_000000008,"[""S186000320"", ""S186000890"", ""S186000780"", ""S186001090""]","[2025060800028, 2025060800029, 2025060800030]",202506081620,202506081640,IONIQ5,POOL
202506080006,TW_000000003,"[""S413000840"", ""S413000740"", ""S413000800"", ""S413000830""]","[2025060800040, 2025060800041, 2025060800042]",202506080826,202506080836,carnivalReg,POOL
202506080006,TW_000000008,"[""S186000320"", ""S186001020"", ""S186001220"", ""S186001090""]","[2025060800043, 2025060800044, 2025060800045]",202506080912,202506080926,IONIQ5,POOL
202506080007,TW_000000003,"[""S413000840"", ""S413000830"", ""S413000060"", ""S413000830""]","[2025060800046, 2025060800047, 2025060800048]",202506080938,202506080953,carnivalReg,POOL
202506080007,TW_000000008,"[""S186000320"", ""S186000690"", ""S186001300"", ""S186001090""]","[2025060800052, 2025060800053, 2025060800054]",202506081348,202506081410,IONIQ5,POOL
202506080008,TW_000000003,"[""S413000840"", ""S413001130"", ""S413001090"", ""S413000830""]","[2025060800049, 2025060800050, 2025060800051]",202506081057,202506081111,carnivalReg,POOL
202506090001,TW_000000001,"[""S413000840"", ""S413000540"", ""S413001110"", ""S413000830""]","[2025060900010, 2025060900011, 2025060900012]",202506091356,202506091407,carnivalReg,POOL
202506090001,TW_000000003,"[""S413000840"", ""S413001620"", ""S413001280"", ""S413000830""]","[2025060900013, 2025060900014, 2025060900015]",202506091855,202506091914,carnivalReg,POOL
202506090001,TW_000000005,"[""S413000840"", ""S413000070"", ""S413000360"", ""S413000830""]","[2025060900001, 2025060900002, 2025060900003]",202506090953,202506091017,carnivalWheel,P2P
202506090001,TW_000000007,"[""S186000320"", ""S186000040"", ""S186001200"", ""S186001090""]","[2025060900004, 2025060900005, 2025060900006]",202506091251,202506091316,IONIQ5,POOL
202506090001,TW_000000008,"[""S186000320"", ""S186000040"", ""S186000730"", ""S186001090""]","[2025060900007, 2025060900008, 2025060900009]",202506091921,202506091948,IONIQ5,POOL
202506090002,TW_000000003,"[""S413000840"", ""S413001600"", ""S413000580"", ""S413000830""]","[2025060900016, 2025060900017, 2025060900018]",202506091726,202506091738,carnivalReg,POOL
202506090002,TW_000000008,"[""S186000320"", ""S186001420"", ""S186000140"", ""S186001090""]","[2025060900022, 2025060900023, 2025060900024]",202506092119,202506092153,IONIQ5,POOL
202506090003,TW_000000003,"[""S413000840"", ""S413000570"", ""S413000550"", ""S413000830""]","[2025060900019, 2025060900020, 2025060900021]",202506092127,202506092140,carnivalReg,POOL
202506090003,TW_000000008,"[""S186000320"", ""S186001170"", ""S186001310"", ""S186001090""]","[2025060900031, 2025060900032, 2025060900033]",202506090937,202506090956,IONIQ5,POOL
202506090004,TW_000000003,"[""S413000840"", ""S413000590"", ""S413000940"", ""S413000830""]","[2025060900025, 2025060900026, 2025060900027]",202506091956,202506092009,carnivalReg,POOL
202506090004,TW_000000008,"[""S186000320"", ""S186001060"", ""S186000360"", ""S186001090""]","[2025060900037, 2025060900038, 2025060900039]",202506091047,202506091116,IONIQ5,POOL
202506090005,TW_000000003,"[""S413000840"", ""S413000540"", ""S413000010"", ""S413000830""]","[2025060900028, 2025060900029, 2025060900030]",202506090820,202506090836,carnivalReg,POOL
202506090005,TW_000000008,"[""S186000320"", ""S186000910"", ""S186001390"", ""S186001090""]","[2025060900043, 2025060900044, 2025060900045]",202506091413,202506091434,IONIQ5,POOL
202506090006,TW_000000003,"[""S413000840"", ""S413001260"", ""S413000660"", ""S413000830""]","[2025060900034, 2025060900035, 2025060900036]",202506091006,202506091019,carnivalReg,POOL
202506090006,TW_000000008,"[""S186000320"", ""S186000960"", ""S186000300"", ""S186001090""]","[2025060900046, 2025060900047, 2025060900048]",202506091519,202506091548,IONIQ5,POOL
202506090007,TW_000000003,"[""S413000840"", ""S413000550"", ""S413000490"", ""S413000830""]","[2025060900040, 2025060900041, 2025060900042]",202506091121,202506091135,carnivalReg,POOL
202506090007,TW_000000008,"[""S186000320"", ""S186001070"", ""S186001370"", ""S186001090""]","[2025060900052, 2025060900053, 2025060900054]",202506091646,202506091723,IONIQ5,POOL
202506090008,TW_000000003,"[""S413000840"", ""S413000410"", ""S413001220"", ""S413000830""]","[2025060900049, 2025060900050, 2025060900051]",202506091604,202506091623,carnivalReg,POOL
202506100001,TW_000000001,"[""S413000840"", ""S413000390"", ""S413001610"", ""S413000830""]","[2025061000007, 2025061000008, 2025061000009]",202506101355,202506101410,carnivalReg,POOL
202506100001,TW_000000003,"[""S413000840"", ""S413000140"", ""S413000560"", ""S413000830""]","[2025061000010, 2025061000011, 2025061000012]",202506101525,202506101540,carnivalReg,POOL
202506100001,TW_000000005,"[""S413000840"", ""S413001630"", ""S413000550"", ""S413000830""]","[2025061000001, 2025061000002, 2025061000003]",202506100925,202506100945,carnivalWheel,P2P
202506100001,TW_000000007,"[""S186000320"", ""S186000500"", ""S186001100"", ""S186001090""]","[2025061000004, 2025061000005, 2025061000006]",202506101327,202506101344,IONIQ5,POOL
202506100001,TW_000000008,"[""S186000320"", ""S186000840"", ""S186000430"", ""S186001090""]","[2025061000019, 2025061000020, 2025061000021]",202506101928,202506101946,IONIQ5,POOL
202506100002,TW_000000003,"[""S413000840"", ""S413001150"", ""S413000980"", ""S413000830""]","[2025061000013, 2025061000014, 2025061000015]",202506101724,202506101740,carnivalReg,POOL
202506100002,TW_000000008,"[""S186000320"", ""S186001380"", ""S186000830"", ""S186001090""]","[2025061000022, 2025061000023, 2025061000024]",202506101552,202506101615,IONIQ5,POOL
202506100003,TW_000000003,"[""S413000840"", ""S413000820"", ""S413001100"", ""S413000830""]","[2025061000016, 2025061000017, 2025061000018]",202506102129,202506102138,carnivalReg,POOL
202506100003,TW_000000008,"[""S186000320"", ""S186000240"", ""S186000210"", ""S186001090""]","[2025061000025, 2025061000026, 2025061000027]",202506101751,202506101815,IONIQ5,POOL
202506100004,TW_000000003,"[""S413000840"", ""S413001000"", ""S413000520"", ""S413000830""]","[2025061000028, 2025061000029, 2025061000030]",202506101926,202506101939,carnivalReg,POOL
202506100004,TW_000000008,"[""S186000320"", ""S186000820"", ""S186000490"", ""S186001090""]","[2025061000031, 2025061000032, 2025061000033]",202506102020,202506102050,IONIQ5,POOL
202506100005,TW_000000003,"[""S413000840"", ""S413000390"", ""S413001210"", ""S413000830""]","[2025061000037, 2025061000038, 2025061000039]",202506100812,202506100833,carnivalReg,POOL
202506100005,TW_000000008,"[""S186000320"", ""S186000840"", ""S186000680"", ""S186001090""]","[2025061000034, 2025061000035, 2025061000036]",202506102128,202506102141,IONIQ5,POOL
202506100006,TW_000000003,"[""S413000840"", ""S413000440"", ""S413000950"", ""S413000830""]","[2025061000043, 2025061000044, 2025061000045]",202506101017,202506101032,carnivalReg,POOL
202506100006,TW_000000008,"[""S186000320"", ""S186000750"", ""S186000500"", ""S186001090""]","[2025061000040, 2025061000041, 2025061000042]",202506100958,202506101024,IONIQ5,POOL
202506100007,TW_000000003,"[""S413000840"", ""S413000110"", ""S413000270"", ""S413000830""]","[2025061000049, 2025061000050, 2025061000051]",202506101219,202506101233,carnivalReg,POOL
202506100007,TW_000000008,"[""S186000320"", ""S186000310"", ""S186001250"", ""S186001090""]","[2025061000046, 2025061000047, 2025061000048]",202506101158,202506101218,IONIQ5,POOL
202506110001,TW_000000001,"[""S413000840"", ""S413001100"", ""S413000070"", ""S413000830""]","[2025061100004, 2025061100005, 2025061100006]",202506111627,202506111644,carnivalReg,POOL
202506110001,TW_000000003,"[""S413000840"", ""S413000800"", ""S413000340"", ""S413000830""]","[2025061100007, 2025061100008, 2025061100009]",202506112029,202506112041,carnivalReg,POOL
202506110001,TW_000000005,"[""S413000840"", ""S413000040"", ""S413000360"", ""S413000830""]","[2025061100010, 2025061100011, 2025061100012]",202506111524,202506111548,carnivalWheel,P2P
202506110001,TW_000000007,"[""S186000320"", ""S186000650"", ""S186000300"", ""S186001090""]","[2025061100001, 2025061100002, 2025061100003]",202506111057,202506111115,IONIQ5,POOL
202506110001,TW_000000008,"[""S186000320"", ""S186000230"", ""S186001040"", ""S186001090""]","[2025061100016, 2025061100017, 2025061100018]",202506111657,202506111714,IONIQ5,POOL
202506110002,TW_000000003,"[""S413000840"", ""S413000320"", ""S413000050"", ""S413000830""]","[2025061100013, 2025061100014, 2025061100015]",202506111255,202506111311,carnivalReg,POOL
202506110002,TW_000000008,"[""S186000320"", ""S186001260"", ""S186000770"", ""S186001090""]","[2025061100019, 2025061100020, 2025061100021]",202506111250,202506111326,IONIQ5,POOL
202506110003,TW_000000003,"[""S413000840"", ""S413000610"", ""S413000990"", ""S413000830""]","[2025061100022, 2025061100023, 2025061100024]",202506111756,202506111808,carnivalReg,POOL
202506110003,TW_000000008,"[""S186000320"", ""S186001460"", ""S186000630"", ""S186001090""]","[2025061100025, 2025061100026, 2025061100027]",202506111521,202506111553,IONIQ5,POOL
202506110004,TW_000000003,"[""S413000840"", ""S413000060"", ""S413000630"", ""S413000830""]","[2025061100028, 2025061100029, 2025061100030]",202506112124,202506112138,carnivalReg,POOL
202506110004,TW_000000008,"[""S186000320"", ""S186000490"", ""S186000780"", ""S186001090""]","[2025061100034, 2025061100035, 2025061100036]",202506111920,202506111941,IONIQ5,POOL
202506110005,TW_000000003,"[""S413000840"", ""S413000640"", ""S413001640"", ""S413000830""]","[2025061100031, 2025061100032, 2025061100033]",202506111857,202506111911,carnivalReg,POOL
202506110005,TW_000000008,"[""S186000320"", ""S186000240"", ""S186000600"", ""S186001090""]","[2025061100037, 2025061100038, 2025061100039]",202506112021,202506112057,IONIQ5,POOL
202506110006,TW_000000003,"[""S413000840"", ""S413000100"", ""S413000990"", ""S413000830""]","[2025061100043, 2025061100044, 2025061100045]",202506110911,202506110926,carnivalReg,POOL
202506110006,TW_000000008,"[""S186000320"", ""S186000580"", ""S186000380"", ""S186001090""]","[2025061100040, 2025061100041, 2025061100042]",202506110811,202506110828,IONIQ5,POOL
202506110007,TW_000000003,"[""S413000840"", ""S413000310"", ""S413000480"", ""S413000830""]","[2025061100046, 2025061100047, 2025061100048]",202506111018,202506111037,carnivalReg,POOL
202506110007,TW_000000008,"[""S186000320"", ""S186000500"", ""S186001210"", ""S186001090""]","[2025061100055, 2025061100056, 2025061100057]",202506111416,202506111444,IONIQ5,POOL
202506110008,TW_000000003,"[""S413000840"", ""S413001070"", ""S413000490"", ""S413000830""]","[2025061100049, 2025061100050, 2025061100051]",202506111130,202506111145,carnivalReg,POOL
202506110008,TW_000000008,"[""S186000320"", ""S186000710"", ""S186000420"", ""S186001090""]","[2025061100058, 2025061100059, 2025061100060]",202506111801,202506111819,IONIQ5,POOL
202506110009,TW_000000003,"[""S413000840"", ""S413000390"", ""S413000480"", ""S413000830""]","[2025061100052, 2025061100053, 2025061100054]",202506111407,202506111426,carnivalReg,POOL
202506120001,TW_000000001,"[""S413000840"", ""S413000430"", ""S413000100"", ""S413000830""]","[2025061200001, 2025061200002, 2025061200003]",202506121956,202506122012,carnivalReg,POOL
202506120001,TW_000000003,"[""S413000840"", ""S413000340"", ""S413000770"", ""S413000830""]","[2025061200010, 2025061200011, 2025061200012]",202506121356,202506121408,carnivalReg,POOL
202506120001,TW_000000005,"[""S413000840"", ""S413000220"", ""S413000090"", ""S413000830""]","[2025061200007, 2025061200008, 2025061200009]",202506121127,202506121150,carnivalWheel,P2P
202506120001,TW_000000007,"[""S186000320"", ""S186001380"", ""S186000230"", ""S186001090""]","[2025061200004, 2025061200005, 2025061200006]",202506121852,202506121929,IONIQ5,POOL
202506120001,TW_000000008,"[""S186000320"", ""S186000610"", ""S186001460"", ""S186001090""]","[2025061200013, 2025061200014, 2025061200015]",202506121555,202506121621,IONIQ5,POOL
202506120002,TW_000000003,"[""S413000840"", ""S413001640"", ""S413000630"", ""S413000830""]","[2025061200022, 2025061200023, 2025061200024]",202506121555,202506121609,carnivalReg,POOL
202506120002,TW_000000008,"[""S186000320"", ""S186000890"", ""S186000580"", ""S186001090""]","[2025061200016, 2025061200017, 2025061200018]",202506121050,202506121126,IONIQ5,POOL
202506120003,TW_000000003,"[""S413000840"", ""S413001590"", ""S413000060"", ""S413000830""]","[2025061200028, 2025061200029, 2025061200030]",202506122055,202506122110,carnivalReg,POOL
202506120003,TW_000000008,"[""S186000320"", ""S186001260"", ""S186001200"", ""S186001090""]","[2025061200019, 2025061200020, 2025061200021]",202506121150,202506121215,IONIQ5,POOL
202506120004,TW_000000003,"[""S413000840"", ""S413000110"", ""S413001220"", ""S413000830""]","[2025061200034, 2025061200035, 2025061200036]",202506121824,202506121846,carnivalReg,POOL
202506120004,TW_000000008,"[""S186000320"", ""S186000010"", ""S186000070"", ""S186001090""]","[2025061200025, 2025061200026, 2025061200027]",202506121950,202506122012,IONIQ5,POOL
202506120005,TW_000000008,"[""S186000320"", ""S186000950"", ""S186001230"", ""S186001090""]","[2025061200031, 2025061200032, 2025061200033]",202506121321,202506121345,IONIQ5,POOL
202506120006,TW_000000008,"[""S186000320"", ""S186001000"", ""S186000570"", ""S186001090""]","[2025061200037, 2025061200038, 2025061200039]",202506121719,202506121754,IONIQ5,POOL
202506120007,TW_000000008,"[""S186000320"", ""S186001300"", ""S186000880"", ""S186001090""]","[2025061200040, 2025061200041, 2025061200042]",202506122127,202506122153,IONIQ5,POOL
202506130001,TW_000000001,"[""S413000840"", ""S413000850"", ""S413000480"", ""S413000830""]","[2025061300001, 2025061300002, 2025061300003]",202506130806,202506130818,carnivalReg,POOL
202506130001,TW_000000003,"[""S413000840"", ""S413001260"", ""S413000010"", ""S413000830""]","[2025061300007, 2025061300008, 2025061300009]",202506130918,202506130933,carnivalReg,POOL
202506130001,TW_000000005,"[""S413000840"", ""S413000800"", ""S413000620"", ""S413000830""]","[2025061300016, 2025061300017, 2025061300018]",202506131116,202506131134,carnivalWheel,P2P
202506130001,TW_000000007,"[""S186000320"", ""S186000730"", ""S186000510"", ""S186001090""]","[2025061300004, 2025061300005, 2025061300006]",202506130841,202506130902,IONIQ5,POOL
202506130001,TW_000000008,"[""S186000320"", ""S186000460"", ""S186001080"", ""S186001090""]","[2025061300010, 2025061300011, 2025061300012]",202506131035,202506131102,IONIQ5,POOL
202506130002,TW_000000003,"[""S413000840"", ""S413000710"", ""S413001070"", ""S413000830""]","[2025061300013, 2025061300014, 2025061300015]",202506131054,202506131107,carnivalReg,POOL
202506130002,TW_000000008,"[""S186000320"", ""S186000110"", ""S186001210"", ""S186001090""]","[2025061300022, 2025061300023, 2025061300024]",202506131245,202506131311,IONIQ5,POOL
